Sold_Price,DOM,Garage_Capacity,Quadrant,School_District,Total_Bedrooms,Total_Bathrooms,Total_SQ,month_sold
183250,6,2,SW,Logan,3,2,1460,6
190730,6,2,SW,Logan,3,3,1309,7
187000,6,2,NW,Logan,3,3,1365,3
192900,6,2,NW,Logan,3,3,1378,12
203600,6,1,NW,Logan,3,2,1680,9
204000,6,2,NW,Logan,3,3,1562,6
214000,6,1,NW,Logan,3,2,1544,5
215000,6,2,SW,Logan,3,2,1251,5
210000,6,1,SW,Logan,4,2,2186,6
220400,6,0,NE,Logan,2,1,1976,3
229000,6,2,SW,Logan,4,3,1493,3
229900,6,1,NE,Logan,4,2,2107,12
212000,6,1,SW,Logan,3,2,2184,4
225000,6,1,NE,Logan,4,2,2261,5
230000,6,2,NE,Logan,4,2,2076,7
231000,6,2,NW,Logan,3,3,1640,4
241900,6,2,NE,Logan,3,2,1786,1
230000,6,2,NW,Logan,3,3,1641,11
236000,6,2,NW,Logan,3,3,1303,8
246000,6,2,NW,Logan,2,2,2143,12
234000,6,2,NW,Logan,4,4,2630,12
245000,6,2,SW,Logan,3,3,1739,7
245000,6,2,NW,Logan,3,2,1528,2
250000,6,2,NE,Logan,4,2,2468,10
240000,6,2,SW,Logan,3,3,1775,11
280000,6,2,SW,Cache,3,3,1409,10
268000,6,2,SW,Logan,4,3,2249,4
269900,6,2,SW,Logan,3,2,2498,7
272000,6,2,SW,Logan,3,3,1905,12
265500,6,2,NE,Logan,5,2,2912,7
291000,6,2,SW,Logan,4,3,2449,6
294900,6,2,NW,Logan,3,3,1754,8
280000,6,2,SE,Logan,4,3,2492,5
356000,6,2,NW,Logan,4,3,3080,8
345000,6,2,NE,Logan,5,3,3037,6
375000,6,1,NW,Logan,4,2,2957,11
420000,6,6,NE,Logan,4,5,4148,6
20800,7,0,SW,Logan,3,2,980,8
40000,7,0,SW,Logan,3,2,1080,7
105000,7,2,NW,Logan,2,2,1040,4
127000,7,0,NE,Logan,2,1,872,7
131900,7,1,SW,Logan,2,2,1190,4
142000,7,2,NW,Logan,2,2,1360,1
112000,7,0,SE,Cache,2,1,1009,1
177000,7,1,SW,Cache,2,2,1190,9
173000,7,1,SW,Logan,2,2,1190,8
184000,7,2,NW,Logan,3,3,1538,5
185000,7,0,SW,Logan,3,2,1224,9
206000,7,2,NW,Logan,4,4,2584,2
199900,7,1,SW,Logan,3,2,1888,7
210000,7,0,SW,Logan,3,2,1064,8
220000,7,1,NW,Logan,4,2,2139,7
225000,7,0,SE,Cache,3,3,1009,6
222000,7,0,NE,Logan,3,2,1694,8
216000,7,2,SW,Logan,3,3,1309,8
216000,7,1,SE,Logan,4,2,2106,3
218000,7,0,SW,Logan,5,2,1784,7
223000,7,1,NE,Logan,3,2,2011,7
231000,7,2,NW,Logan,3,3,1641,11
235000,7,1,NE,Logan,4,2,2050,4
237000,7,2,SW,Logan,4,2,1466,1
245000,7,2,NE,Cache,3,3,1525,8
247501,7,2,SW,Cache,3,3,1686,10
243500,7,1,SE,Cache,3,2,1170,10
240000,7,0,NW,Logan,4,2,2410,8
242000,7,0,SW,Logan,4,2,1932,8
250000,7,2,SW,Logan,3,2,1224,7
235000,7,0,SW,Logan,4,2,1560,6
255000,7,2,SW,Logan,5,2,1664,5
255000,7,2,SW,Logan,3,2,1745,8
255000,7,2,SW,Logan,3,3,1688,8
264000,7,2,NW,Logan,3,2,1418,10
259900,7,2,NW,Logan,3,3,1692,8
257000,7,1,NE,Logan,4,2,2898,8
275900,7,2,SW,Logan,4,2,1872,10
272000,7,2,NW,Logan,5,2,2350,11
289000,7,3,SE,Logan,4,3,2360,6
290000,7,2,SE,Logan,5,4,2514,6
295000,7,2,NW,Logan,4,4,2630,7
305000,7,2,SW,Logan,4,3,2269,5
344000,7,2,NE,Cache,5,3,2830,7
290000,7,4,SW,Cache,2,2,2796,10
305000,7,2,NE,Logan,6,3,3895,10
305000,7,2,NE,Logan,5,3,2696,9
319000,7,2,NE,Logan,5,3,3386,6
339000,7,2,SW,Logan,3,3,2120,11
355000,7,2,NE,Logan,5,4,2898,7
350000,7,2,NE,Logan,4,3,3152,10
415000,7,2,NE,Logan,5,3,3642,5
550000,7,4,NE,Logan,5,4,4989,7
31500,8,0,SW,Logan,3,2,980,5
132600,8,0,NW,Logan,2,1,904,10
135500,8,0,SW,Logan,3,2,1053,9
145000,8,1,SW,Logan,2,2,1190,8
154930,8,0,SW,Logan,3,2,1224,7
151650,8,1,SW,Logan,2,2,1190,9
160000,8,1,NW,Logan,2,2,1116,9
160000,8,1,SW,Logan,2,2,1190,12
168500,8,2,NW,Logan,2,2,1360,12
170000,8,1,SW,Logan,2,2,1190,10
179100,8,2,NW,Logan,3,3,1631,1
186000,8,0,NE,Cache,1,1,1666,4
215000,8,2,SW,Logan,3,3,1351,7
220000,8,2,NW,Logan,3,3,1636,5
223000,8,2,NW,Logan,3,3,1641,6
224900,8,0,SE,Logan,4,2,2008,8
224900,8,0,SW,Logan,4,2,1936,8
200000,8,0,NE,Logan,3,1,1914,8
225000,8,1,NE,Logan,5,2,2348,4
230000,8,2,SW,Logan,3,2,1411,12
235000,8,2,NW,Logan,3,4,2620,8
251000,8,2,SE,Logan,4,2,1784,3
248900,8,2,SW,Logan,3,2,1100,10
252500,8,2,SW,Logan,3,3,2078,2
251000,8,2,NW,Logan,4,4,2630,8
257500,8,2,SW,Logan,3,2,1627,10
284000,8,1,SW,Logan,5,3,2295,7
292900,8,2,NE,Logan,4,4,3006,5
306000,8,1,NE,Logan,3,3,2927,10
295000,8,2,NE,Logan,5,3,3096,12
309900,8,2,SW,Logan,4,3,1873,8
328500,8,2,NE,Logan,4,3,3168,8
378300,8,2,SE,Cache,5,3,3048,8
164900,9,1,NW,Logan,3,3,1244,10
178000,9,0,SW,Logan,3,2,1224,7
180000,9,1,NE,Logan,4,2,2304,1
196000,9,2,SW,Logan,2,1,888,1
199500,9,1,NE,Logan,2,2,1430,1
205000,9,2,NW,Logan,3,2,1256,2
190000,9,2,SW,Logan,4,2,1955,10
209000,9,2,NE,Logan,3,2,1414,9
197080,9,2,SW,Logan,3,2,1883,9
214000,9,2,NW,Logan,3,3,1636,7
250000,9,2,NW,Logan,3,3,1652,8
240000,9,0,SE,Logan,4,2,1443,6
241500,9,2,SW,Logan,4,3,1677,4
245000,9,2,SW,Logan,4,3,1806,6
255500,9,2,SW,Logan,4,2,1407,9
255000,9,2,NE,Logan,4,3,2708,8
266000,9,2,SW,Logan,4,3,2290,3
272900,9,2,SW,Cache,4,3,1851,1
270000,9,1,NE,Logan,4,2,1700,10
260000,9,2,NE,Logan,4,3,2391,5
303000,9,2,SE,Logan,4,3,2600,6
326000,9,2,SW,Logan,5,3,2511,8
495000,9,3,NE,Logan,6,4,4412,11
515000,9,2,NE,Logan,4,3,3487,5
689900,9,6,NE,Logan,6,3,4943,6
20000,10,0,SW,Logan,3,2,980,8
93500,10,0,SE,Logan,3,2,1080,5
162000,10,0,NE,Logan,3,2,1837,3
182900,10,2,NW,Logan,3,2,1360,8
189900,10,1,SW,Logan,2,1,1526,5
196000,10,1,NE,Logan,3,2,1605,8
196700,10,2,NW,Logan,3,2,1308,4
194000,10,0,NW,Logan,6,2,2420,10
191000,10,0,SW,Logan,3,1,1138,6
210000,10,2,NE,Logan,3,2,2600,10
213000,10,1,NE,Logan,4,2,1724,4
220000,10,1,NW,Logan,4,1,1605,6
223509,10,1,NE,Logan,3,1,1900,6
231000,10,0,NE,Logan,4,2,1728,8
256000,10,2,NE,Logan,4,2,2152,8
252400,10,2,NW,Logan,3,3,1655,3
247500,10,1,NE,Logan,5,2,2278,6
253000,10,2,SE,Logan,4,2,1907,9
253000,10,1,NE,Logan,4,3,2440,9
259000,10,1,NW,Logan,4,2,2348,8
264700,10,2,SW,Logan,5,3,2250,5
269000,10,2,SW,Logan,3,2,1710,2
275900,10,2,NE,Cache,5,3,2470,4
275500,10,2,NE,Logan,4,3,2576,8
280000,10,2,NE,Logan,4,3,2668,6
335000,10,2,NE,Logan,5,4,3547,8
19000,11,0,NW,Logan,3,2,980,10
157000,11,1,NW,Logan,3,3,1338,6
160000,11,1,SW,Logan,2,2,1190,10
180116,11,1,SE,Logan,2,1,1111,10
207500,11,2,NW,Logan,3,3,1324,3
222000,11,2,NW,Logan,3,3,1360,12
218500,11,2,SW,Logan,2,1,1056,1
225000,11,2,NE,Logan,4,3,2160,10
239900,11,2,NE,Logan,3,2,1483,7
244500,11,2,NW,Logan,3,3,1584,3
249900,11,1,NW,Logan,4,2,2050,9
247000,11,2,SW,Logan,3,2,1408,8
286400,11,2,SW,Cache,4,3,1851,1
294000,11,2,NE,Logan,3,4,2948,6
325000,11,4,SW,Logan,4,3,2406,2
339000,11,2,NE,Logan,6,3,3800,2
46500,12,0,SW,Logan,3,2,1176,5
133000,12,0,SW,Logan,3,2,1152,8
155000,12,1,SW,Logan,2,2,1190,8
161500,12,1,NE,Logan,4,1,1664,5
173000,12,1,NW,Logan,3,3,1262,7
174000,12,1,SW,Logan,2,2,1190,9
178000,12,0,SE,Logan,2,1,1185,7
189000,12,2,NE,Logan,3,1,2300,11
189900,12,1,NE,Logan,2,2,1296,8
199900,12,2,NW,Logan,2,2,1280,5
200000,12,2,NW,Logan,4,2,2016,10
209900,12,2,NW,Logan,3,3,1329,9
214900,12,1,NW,Logan,3,2,1166,7
223000,12,2,NW,Logan,3,2,1502,11
218000,12,1,NE,Cache,1,1,1031,8
225000,12,2,NW,Logan,3,3,1559,10
240000,12,2,SW,Logan,3,2,1720,1
245000,12,2,SW,Logan,4,1,1798,6
250000,12,1,NE,Logan,3,2,1966,7
260000,12,2,SW,Logan,4,3,1683,1
275000,12,2,NW,Logan,4,2,1757,7
300500,12,2,NE,Logan,5,2,2028,10
289000,12,2,NE,Logan,4,3,2464,5
330900,12,4,SW,Logan,4,3,2763,4
129250,13,0,SW,Logan,3,2,1152,7
133000,13,0,SW,Logan,2,1,918,10
185000,13,2,SW,Logan,3,2,1360,8
184000,13,1,SE,Logan,3,2,1900,6
199900,13,2,NW,Logan,3,2,1360,6
218000,13,2,NW,Logan,3,3,1562,12
213500,13,0,NE,Logan,3,1,912,10
233500,13,2,SW,Logan,3,2,1261,1
238000,13,1,NE,Logan,4,2,2000,8
223900,13,2,NW,Logan,3,3,1643,11
250000,13,2,SW,Logan,4,2,1668,6
246000,13,2,NW,Logan,3,2,1396,8
265000,13,2,NW,Logan,3,3,2170,6
267000,13,2,SW,Logan,3,2,1717,12
264630,13,2,NE,Logan,5,2,2240,3
274000,13,2,SW,Logan,3,2,1578,12
275500,13,2,SW,Logan,3,2,1810,7
273000,13,2,NE,Logan,5,3,3144,11
286500,13,2,SW,Logan,4,3,2249,10
320000,13,2,NE,Logan,4,4,2868,5
324900,13,2,NW,Logan,5,3,3243,9
394000,13,3,NE,Logan,4,4,3266,3
149000,14,1,NW,Logan,3,1,1692,12
154000,14,1,SW,Logan,2,2,1190,10
150000,14,1,NW,Logan,2,2,1768,4
163900,14,0,SW,Logan,3,2,1545,4
156000,14,1,NW,Logan,2,1,894,8
174150,14,0,SE,Logan,3,1,1574,6
175900,14,2,NW,Logan,3,3,1597,4
176700,14,1,NE,Logan,3,1,1133,9
180500,14,2,NW,Logan,3,3,1583,1
185000,14,0,SE,Logan,2,2,1223,8
210900,14,2,NE,Cache,3,3,1510,9
219500,14,0,NE,Logan,4,2,1566,7
215000,14,2,NW,Logan,3,3,1593,10
219900,14,1,NW,Logan,3,1,2021,11
222000,14,2,NW,Logan,3,3,2630,8
232000,14,2,NW,Logan,3,2,1181,3
220000,14,2,NE,Logan,5,2,2280,3
232900,14,1,NW,Logan,4,2,2060,4
252900,14,2,NW,Logan,4,2,1572,6
250500,14,2,NW,Logan,3,2,1566,5
268000,14,2,SW,Cache,4,3,1918,12
282000,14,2,SW,Logan,3,3,1917,4
324900,14,2,SW,Logan,4,3,2708,3
333000,14,2,NE,Logan,6,3,3256,4
355000,14,2,NE,Cache,4,3,2822,1
135000,15,0,NE,Logan,2,1,872,9
198000,15,1,NE,Logan,2,1,1177,8
199900,15,2,NW,Logan,3,2,1360,6
206500,15,2,SW,Logan,3,3,1340,8
219900,15,1,NW,Logan,4,2,1710,10
215000,15,2,NW,Logan,3,2,1616,8
228000,15,0,SW,Logan,4,2,1848,6
240000,15,0,SW,Logan,3,2,1476,7
243000,15,2,SW,Logan,5,3,1569,8
249000,15,2,NW,Logan,3,2,2658,8
269000,15,2,NE,Logan,3,3,2990,5
315000,15,2,SW,Logan,5,3,2507,7
325000,15,2,SE,Logan,3,2,1741,5
114900,16,0,NE,Logan,2,1,763,7
130750,16,1,SW,Cache,2,2,1190,7
160000,16,1,NW,Logan,3,2,1116,5
169500,16,0,NE,Logan,2,1,933,10
170000,16,1,SE,Logan,2,1,1078,8
197000,16,2,NW,Logan,3,3,2290,8
214000,16,1,NW,Logan,4,2,1754,7
205000,16,2,NW,Logan,3,3,1636,6
215000,16,0,SE,Logan,3,1,1553,7
211100,16,1,NE,Logan,4,2,1882,9
225000,16,1,SW,Logan,4,2,2408,7
233600,16,0,NE,Logan,5,2,2410,6
260000,16,2,NE,Logan,4,3,2886,6
260000,16,2,NW,Logan,3,3,1650,8
312500,16,2,NE,Logan,4,3,3425,10
399900,16,2,NE,Logan,5,4,3111,10
131500,17,1,NW,Logan,3,2,1116,3
155000,17,0,NE,Logan,2,1,792,4
186565,17,2,NW,Logan,3,3,1633,3
189900,17,2,NE,Logan,3,2,2130,5
211900,17,2,NW,Logan,3,3,1284,7
204650,17,0,SW,Logan,4,2,1931,12
215000,17,0,SW,Logan,4,2,2464,8
215000,17,2,NW,Logan,3,3,1574,12
222222,17,2,NW,Logan,3,3,1658,4
239000,17,2,NW,Logan,3,2,1494,11
245000,17,0,SW,Logan,4,2,1799,6
259900,17,3,NW,Logan,3,3,2705,12
265000,17,1,NE,Logan,4,2,2869,1
290000,17,2,SW,Cache,3,3,2120,11
300000,17,2,SW,Cache,5,3,2496,4
550000,17,2,NE,Logan,5,5,5927,6
575000,17,4,NE,Logan,5,3,4856,4
30000,18,0,NW,Logan,3,2,1279,6
128400,18,0,NW,Logan,1,1,640,2
151650,18,1,SW,Logan,2,2,1190,2
172000,18,0,SW,Logan,4,2,2251,8
188000,18,2,NW,Logan,3,2,1360,4
214900,18,2,SW,Logan,3,2,1360,4
212800,18,1,NE,Logan,3,2,1700,10
228000,18,2,SW,Logan,3,3,1567,9
240000,18,2,SE,Logan,5,3,2204,9
243900,18,2,SW,Logan,4,2,1732,7
249600,18,1,NE,Logan,3,2,1904,10
254900,18,2,SW,Logan,4,3,2177,3
245000,18,2,SW,Logan,5,3,1974,10
270000,18,2,SW,Logan,3,3,1837,3
283500,18,2,SW,Logan,4,2,1695,10
382000,18,3,SE,Cache,4,3,3590,8
145000,19,1,SW,Logan,2,2,1190,9
149900,19,0,NW,Logan,2,1,904,11
156425,19,2,SW,Logan,2,1,888,6
160000,19,0,NW,Logan,3,2,1224,1
174000,19,0,SE,Logan,2,2,1350,9
179900,19,2,NW,Logan,3,3,1452,6
200000,19,2,NW,Logan,3,2,1181,8
207000,19,1,NE,Logan,4,2,1900,7
225800,19,1,NE,Logan,4,2,1700,8
229000,19,1,NW,Logan,4,2,2020,5
235500,19,0,NW,Logan,3,2,2468,10
235500,19,0,NW,Logan,3,2,2104,10
224000,19,2,SW,Logan,4,2,1977,5
254500,19,2,SE,Logan,5,3,2513,7
263000,19,2,NE,Logan,4,3,1957,1
280000,19,2,SW,Logan,3,2,2486,8
299000,19,2,NE,Logan,6,3,3248,9
335000,19,2,NE,Logan,5,3,3471,5
412000,19,2,NE,Logan,5,4,4076,1
550000,19,3,NE,Logan,5,4,4902,10
125000,20,0,NW,Logan,2,2,954,7
127000,20,0,NW,Logan,3,2,1042,3
134900,20,1,SW,Logan,2,2,1190,1
145800,20,0,SW,Logan,3,2,1152,5
165600,20,2,NW,Logan,3,1,2460,3
187500,20,2,NW,Logan,3,3,1378,3
214400,20,0,NW,Logan,3,2,1550,9
225000,20,2,NW,Logan,3,2,1263,12
263900,20,2,NW,Logan,4,3,2120,3
286000,20,1,SE,Logan,3,3,2828,1
286000,20,2,NW,Logan,4,2,2026,10
289900,20,2,NW,Logan,3,2,1823,5
344000,20,2,NW,Logan,3,2,3030,8
145000,21,0,NE,Logan,3,2,1526,8
145000,21,1,SW,Logan,2,2,1190,9
170000,21,1,NE,Logan,2,2,1202,5
169000,21,2,NW,Logan,3,2,1360,2
180000,21,2,NW,Logan,3,2,1360,8
175000,21,1,NE,Logan,2,2,1206,4
209000,21,0,SW,Logan,4,2,1523,7
211000,21,2,SW,Logan,3,2,1404,5
230000,21,2,NW,Logan,5,2,2386,11
198000,21,0,NW,Logan,4,2,1888,7
248500,21,2,SW,Logan,4,3,1848,12
250000,21,2,NW,Logan,3,2,1668,10
237000,21,2,NW,Logan,6,4,3579,10
281583,21,2,SW,Logan,4,3,2002,6
268000,21,2,SW,Logan,5,3,2668,6
279500,21,2,NE,Logan,3,3,2434,7
250000,21,2,NE,Logan,5,3,3016,8
305000,21,2,SE,Logan,2,2,1844,6
317000,21,2,NE,Logan,5,3,2798,10
450000,21,2,SW,Logan,4,3,3512,6
458500,21,2,SE,Logan,5,3,4207,4
26500,22,0,NW,Logan,2,1,1120,3
179000,22,2,NW,Logan,3,2,1360,3
170200,22,2,NW,Logan,3,2,1474,3
197000,22,2,NW,Logan,3,3,1595,7
202000,22,0,NW,Logan,4,1,1249,3
204900,22,0,NW,Logan,3,2,1323,8
193000,22,1,SW,Logan,3,1,2440,4
202500,22,2,SW,Logan,3,2,1465,4
215000,22,2,NW,Logan,3,3,1583,6
245000,22,2,SW,Logan,3,2,1404,11
267000,22,2,SW,Logan,3,3,1930,10
295000,22,2,NE,Logan,6,3,2832,9
289900,22,2,SW,Logan,5,2,3570,5
341000,22,2,SW,Logan,4,3,2424,1
153000,23,0,NW,Logan,2,1,904,8
156300,23,1,NW,Logan,2,2,1224,12
150000,23,1,SE,Logan,4,2,1684,10
183500,23,0,SW,Logan,3,2,1224,6
216500,23,2,NW,Logan,5,2,2286,8
216000,23,1,NW,Logan,4,1,2123,4
245000,23,0,NW,Logan,5,3,2780,5
245000,23,1,NE,Logan,4,1,2137,10
247000,23,2,SW,Logan,4,3,1824,8
270500,23,2,SW,Logan,3,2,2565,3
271000,23,2,NW,Logan,2,2,1768,11
180000,24,2,SW,Logan,3,3,1309,3
185000,24,1,NE,Logan,3,2,1741,7
204900,24,0,NW,Logan,3,2,1526,7
220000,24,2,NW,Logan,4,3,1558,8
225000,24,1,NE,Logan,3,2,1191,4
234000,24,2,SE,Logan,3,2,1523,11
212500,24,2,NE,Logan,5,2,3072,5
277000,24,2,NE,Logan,5,5,3113,5
287500,24,2,NE,Logan,4,3,2517,8
284000,24,2,NE,Logan,4,3,2900,10
338000,24,2,NE,Logan,6,3,3496,2
170000,25,2,NE,Logan,4,2,1872,4
162900,25,1,SW,Logan,2,2,1190,5
189900,25,2,NE,Logan,2,2,1204,6
237000,25,2,SW,Logan,3,1,1614,1
265000,25,0,NE,Logan,3,2,2581,6
279010,25,2,SW,Logan,4,3,2002,7
279000,25,2,NE,Logan,4,2,2700,12
325000,25,3,NE,Logan,6,3,3068,7
375000,25,2,NE,Logan,7,3,3819,9
395000,25,2,NE,Cache,5,3,3498,5
55000,26,0,SW,Logan,3,2,1140,6
58900,26,0,NW,Logan,3,2,1249,12
170000,26,1,NW,Logan,2,2,1212,5
176600,26,1,SW,Logan,2,2,1190,10
170000,26,1,NW,Logan,2,2,1224,9
191000,26,2,NW,Logan,4,3,1583,8
195000,26,2,NE,Logan,5,2,2117,5
205000,26,0,SW,Logan,4,2,1936,1
220000,26,2,NW,Logan,3,3,1616,6
232900,26,2,SW,Logan,3,2,1631,8
237500,26,2,SW,Cache,4,3,1909,3
235000,26,0,NE,Logan,3,3,2189,7
279500,26,2,NE,Logan,5,3,3114,6
278500,26,2,NE,Logan,6,3,3306,3
327000,26,3,SW,Logan,6,3,2302,7
21500,27,0,NW,Logan,2,2,980,10
200000,27,0,SW,Logan,3,2,1433,8
209000,27,2,NW,Logan,4,3,1579,10
233000,27,0,SW,Logan,4,2,1904,8
225000,27,1,NE,Logan,4,2,2452,7
228875,27,0,SW,Logan,6,2,1904,1
229000,27,2,NW,Logan,3,3,2004,6
237000,27,2,NE,Logan,3,2,2352,5
252950,27,2,SW,Logan,3,3,1525,6
249500,27,2,NE,Logan,3,3,1890,5
257000,27,2,SW,Logan,4,3,1970,6
275000,27,2,NE,Logan,5,3,2194,9
265000,27,3,NE,Logan,5,3,3461,2
331860,27,2,NE,Logan,3,2,2627,6
347500,27,2,NE,Logan,5,4,4432,1
500000,27,3,SE,Logan,6,4,4472,10
120000,28,0,NW,Logan,2,1,624,10
145000,28,1,SW,Logan,2,2,1190,1
152500,28,1,SW,Logan,2,2,1190,4
209000,28,0,SW,Logan,3,1,1610,11
215000,28,2,NE,Logan,3,2,1447,12
210000,28,1,NE,Logan,2,1,1806,11
239900,28,2,SW,Logan,3,2,1600,7
265000,28,2,NE,Logan,3,3,2357,12
281400,28,2,NE,Cache,2,2,1580,7
290400,28,2,NW,Logan,3,2,1750,7
290900,28,2,SW,Logan,4,3,2199,6
289900,28,6,SW,Logan,3,2,1882,9
291000,28,2,SW,Logan,4,3,1832,7
375000,28,2,SE,Logan,7,4,3530,3
326000,28,2,NW,Logan,4,2,3022,6
370500,28,4,SW,Logan,5,3,2870,9
389900,28,2,SE,Logan,4,3,4044,6
450000,28,2,SW,Logan,5,2,2782,7
510000,28,2,NE,Logan,5,4,5059,10
167325,29,0,SE,Logan,2,1,1440,7
170500,29,1,NW,Logan,3,2,1555,11
181400,29,1,NW,Logan,4,2,1916,3
193000,29,0,SW,Logan,5,2,2484,2
193400,29,2,SW,Logan,2,1,840,2
196000,29,0,NW,Logan,3,2,1750,8
204000,29,2,NW,Logan,3,3,1403,9
252942,29,2,SW,Cache,3,2,1560,2
235000,29,2,NE,Logan,5,4,3580,1
279000,29,3,SW,Logan,5,3,2367,8
274900,29,4,SW,Logan,5,3,2212,12
299000,29,2,SW,Logan,5,3,2250,5
312000,29,1,NE,Logan,4,2,2354,8
13000,30,0,NW,Logan,2,2,980,9
132350,30,0,NE,Logan,2,1,745,7
151000,30,0,NW,Logan,3,2,1224,5
180000,30,1,NW,Logan,3,2,1777,12
179900,30,0,SE,Logan,3,1,1165,5
182500,30,2,SE,Logan,3,1,1547,4
211700,30,1,NE,Logan,2,2,1438,7
205000,30,0,SE,Logan,4,2,1782,4
210000,30,2,NW,Logan,3,3,1616,7
217000,30,2,NW,Logan,3,3,1560,8
231000,30,2,NW,Logan,3,3,1650,12
262000,30,2,SE,Logan,4,2,2016,10
275765,30,2,SW,Cache,3,3,1680,8
309800,30,2,NE,Logan,4,3,3351,8
320000,30,2,SE,Logan,6,3,3621,7
311500,30,2,NE,Logan,4,3,2871,12
454000,30,3,NW,Logan,4,3,4168,10
135000,31,1,NW,Logan,3,2,1116,6
176500,31,0,NE,Logan,2,2,1353,6
198500,31,1,NW,Logan,3,1,1816,8
229000,31,0,NW,Logan,2,2,1432,6
207330,31,2,NW,Logan,3,3,1558,7
212000,31,2,NE,Logan,2,3,1667,8
229400,31,2,NW,Logan,3,3,1583,3
229000,31,2,SW,Cache,3,3,1448,6
232500,31,2,SW,Logan,5,2,1950,1
236000,31,2,SW,Cache,3,3,1592,12
255000,31,2,NE,Logan,4,2,3012,8
264900,31,2,NW,Logan,4,3,2155,9
276000,31,3,SW,Logan,5,3,1800,6
289000,31,2,SE,Logan,3,3,2544,7
365000,31,2,NE,Logan,5,3,3554,6
113500,32,0,NE,Logan,2,1,854,1
154800,32,1,SW,Logan,2,2,1190,10
189750,32,2,NW,Logan,3,3,1558,3
230200,32,1,NW,Logan,4,2,2262,1
235000,32,2,SW,Logan,4,3,1930,3
240000,32,0,NE,Logan,3,2,2296,9
265000,32,2,SW,Cache,3,3,1643,8
264560,32,2,SE,Logan,5,3,2176,8
359900,32,2,NE,Cache,4,4,3277,5
489900,32,2,SE,Logan,5,3,4207,6
25000,33,0,NW,Logan,2,1,1120,7
177000,33,1,NW,Logan,3,1,1146,6
196000,33,2,NW,Logan,3,2,1388,9
210000,33,2,NW,Logan,3,3,1452,5
236900,33,2,SW,Logan,5,2,1984,12
247000,33,2,SE,Logan,2,2,2256,8
264900,33,2,NW,Logan,3,3,1670,9
260000,33,2,SW,Logan,4,3,2246,3
300000,33,1,NW,Logan,5,2,2623,9
35000,34,0,SW,Cache,3,2,980,7
114000,34,0,SW,Logan,3,2,1512,3
126000,34,0,SW,Logan,2,1,780,11
148000,34,1,SW,Logan,3,2,1116,3
164000,34,0,NE,Logan,3,1,1255,7
174900,34,2,SW,Logan,3,1,2050,2
180000,34,1,NW,Logan,3,2,1384,9
175000,34,0,SW,Logan,3,2,1818,1
209900,34,0,NW,Logan,3,2,1550,7
208000,34,2,SW,Logan,3,3,1563,4
215500,34,2,SW,Logan,3,3,1309,10
258800,34,2,SE,Logan,4,2,2150,7
255000,34,0,NE,Logan,3,2,2016,1
265000,34,1,NW,Logan,5,2,2623,8
277000,34,2,NE,Logan,4,3,2018,5
270000,34,2,NW,Logan,3,3,2132,7
299000,34,2,NE,Logan,4,3,3690,4
292000,34,2,NW,Logan,5,3,2180,5
315000,34,2,NE,Logan,4,2,2575,9
329900,34,2,NE,Logan,4,3,2436,6
146000,35,1,SW,Logan,2,2,1190,3
160500,35,1,SW,Logan,2,2,1190,7
175000,35,0,NW,Logan,3,1,1497,12
190000,35,2,NW,Logan,3,3,1370,12
203500,35,0,NE,Logan,4,1,1511,8
230000,35,1,NW,Logan,4,2,2028,5
224900,35,2,NW,Logan,3,3,1636,7
230000,35,2,SW,Logan,3,3,1366,5
237000,35,2,NE,Logan,4,3,2312,9
240000,35,1,NW,Logan,5,2,2926,5
329900,35,2,NE,Logan,5,3,2486,6
27000,36,0,NW,Logan,3,1,924,3
34500,36,0,NW,Logan,3,2,980,9
64900,36,0,NW,Logan,3,2,1321,6
118000,36,0,NW,Logan,2,1,904,3
149900,36,0,NW,Logan,2,1,1432,5
209000,36,0,SW,Logan,4,2,1904,8
220000,36,2,SW,Logan,3,2,1651,7
233000,36,2,SE,Logan,4,2,1900,4
230000,36,0,SW,Logan,4,3,1818,11
223500,36,2,NW,Logan,3,1,1760,3
238000,36,0,NW,Logan,3,2,1750,6
235000,36,2,SW,Logan,3,2,1064,5
252000,36,2,SW,Logan,4,3,2032,10
261000,36,2,NW,Logan,3,3,1644,10
269000,36,0,NE,Logan,4,2,2699,7
285000,36,2,NE,Logan,6,3,3248,7
157300,37,1,NW,Logan,2,1,1571,1
184000,37,0,SW,Logan,3,2,1572,10
214900,37,2,SW,Logan,3,3,1351,9
223000,37,1,NW,Logan,3,2,1630,11
216000,37,1,NE,Cache,3,3,1320,7
242000,37,2,SW,Logan,5,2,2100,12
253000,37,2,SW,Logan,4,3,1841,8
269000,37,2,SW,Logan,4,3,2040,2
285000,37,2,NE,Logan,4,3,2168,6
289900,37,0,NW,Logan,6,3,2571,5
169000,38,1,SW,Logan,2,2,1190,8
209900,38,2,NW,Logan,3,3,1403,12
255000,38,2,NW,Logan,5,3,2327,4
255000,38,2,NE,Logan,4,2,2754,8
273000,38,2,NW,Logan,3,3,1670,6
322900,38,3,SW,Logan,6,3,2819,10
34500,39,0,NW,Logan,3,2,980,6
160000,39,0,SE,Logan,4,2,1772,6
179000,39,0,SW,Logan,2,1,1294,2
227000,39,0,NE,Logan,3,1,1552,8
207900,39,2,NE,Logan,3,1,2050,11
260000,39,2,NW,Logan,4,3,1991,1
269000,39,2,NE,Logan,3,3,3807,11
